original_cell_type	stripped_cell_type	ontology_term_id	ontology_term_name	final
Lung-Bronchiolar and alveolar epithelial cells-5	Bronchiolar and alveolar epithelial 	CL:0000340	glioblast (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-5	Bronchiolar and alveolar epithelial 	CL:0000385	prohemocyte (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-5	Bronchiolar and alveolar epithelial 	CL:0000468	neuroglioblast (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-5	Bronchiolar and alveolar epithelial 	CL:0000568	amine precursor uptake and decarboxylation cell	False
Lung-Bronchiolar and alveolar epithelial cells-5	Bronchiolar and alveolar epithelial 	CL:0000130	neuron associated cell (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-5	Bronchiolar and alveolar epithelial 	CL:0001008	Kit and Sca1-positive hematopoietic stem cell	False
Lung-Lymphoid cells-1	Lymphoid 	CL:0011018	lymphoid tissue–inducer cell	False
Lung-Lymphoid cells-1	Lymphoid 	CL:0002474	lymphoid MHC-II-negative classical monocyte	False
Lung-Lymphoid cells-1	Lymphoid 	CL:0002475	lymphoid MHC-II-negative non-classical monocyte	False
Lung-Lymphoid cells-1	Lymphoid 	CL:0000838	lymphoid lineage restricted progenitor cell	False
Lung-Lymphoid cells-1	Lymphoid 	CL:0000784	plasmacytoid dendritic cell	False
Lung-Lymphoid cells-1	Lymphoid 	CL:0000936	early lymphoid progenitor	False
Lung-Lymphoid cells-1	Lymphoid 	CL:0001028	CD7-positive lymphoid progenitor cell	False
Lung-Lymphoid cells-1	Lymphoid 	CL:0001027	CD7-negative lymphoid progenitor cell	False
Lung-Lymphoid cells-1	Lymphoid 	CL:0001065	innate lymphoid cell	False
Lung-Lymphoid cells-1	Lymphoid 	CL:0001082	immature innate lymphoid cell	False
Lung-Stromal cells-4	Stromal 	CL:0010001	stromal cell of bone marrow	False
Lung-Stromal cells-4	Stromal 	CL:0002574	stromal cell of pancreas	False
Lung-Stromal cells-4	Stromal 	CL:0002132	stromal cell of ovary	False
Lung-Stromal cells-4	Stromal 	CL:0002133	stromal cell of ovarian cortex	False
Lung-Stromal cells-4	Stromal 	CL:0002134	stromal cell of ovarian medulla	False
Lung-Stromal cells-4	Stromal 	CL:0000499	stromal cell	False
Lung-Stromal cells-4	Stromal 	CL:0002255	stromal cell of endometrium	False
Lung-Stromal cells-4	Stromal 	CL:0002622	prostate stromal cell	False
Lung-Stromal cells-4	Stromal 	CL:2000002	decidual cell	False
Lung-Stromal cells-4	Stromal 	CL:2000061	placental amniotic mesenchymal stromal cell	False
Lung-Lymphatic endothelial cells-3	Lymphatic endothelial 	CL:0002138	endothelial cell of lymphatic vessel	False
Lung-Lymphatic endothelial cells-3	Lymphatic endothelial 	CL:2000011	dermis lymphatic vessel endothelial cell	False
Lung-Lymphatic endothelial cells-3	Lymphatic endothelial 	CL:2000041	dermis microvascular lymphatic vessel endothelial cell	False
Lung-Vascular endothelial cells-2	Vascular endothelial 	CL:0002139	endothelial cell of vascular tree	False
Lung-Vascular endothelial cells-2	Vascular endothelial 	CL:0000071	blood vessel endothelial cell	False
Lung-Myeloid cells-2	Myeloid 	CL:0001057	myeloid dendritic cell, human	False
Lung-Myeloid cells-2	Myeloid 	CL:0000763	myeloid cell	False
Lung-Myeloid cells-2	Myeloid 	CL:0000766	myeloid leukocyte	False
Lung-Myeloid cells-2	Myeloid 	CL:0000782	myeloid dendritic cell	False
Lung-Myeloid cells-2	Myeloid 	CL:0000839	myeloid lineage restricted progenitor cell	False
Lung-Myeloid cells-2	Myeloid 	CL:0000889	myeloid suppressor cell	False
Lung-Myeloid cells-2	Myeloid 	CL:0001059	common myeloid progenitor, CD34-positive	False
Lung-Myeloid cells-2	Myeloid 	CL:0000049	common myeloid progenitor	False
Lung-Myeloid cells-2	Myeloid 	CL:0002399	CD1c-positive myeloid dendritic cell	False
Lung-Myeloid cells-2	Myeloid 	CL:0002394	CD141-positive myeloid dendritic cell	False
Lung-Myeloid cells-3	Myeloid 	CL:0001057	myeloid dendritic cell, human	False
Lung-Myeloid cells-3	Myeloid 	CL:0000763	myeloid cell	False
Lung-Myeloid cells-3	Myeloid 	CL:0000766	myeloid leukocyte	False
Lung-Myeloid cells-3	Myeloid 	CL:0000782	myeloid dendritic cell	False
Lung-Myeloid cells-3	Myeloid 	CL:0000839	myeloid lineage restricted progenitor cell	False
Lung-Myeloid cells-3	Myeloid 	CL:0000889	myeloid suppressor cell	False
Lung-Myeloid cells-3	Myeloid 	CL:0001059	common myeloid progenitor, CD34-positive	False
Lung-Myeloid cells-3	Myeloid 	CL:0000049	common myeloid progenitor	False
Lung-Myeloid cells-3	Myeloid 	CL:0002399	CD1c-positive myeloid dendritic cell	False
Lung-Myeloid cells-3	Myeloid 	CL:0002394	CD141-positive myeloid dendritic cell	False
Lung-Mesothelial cells-1	Mesothelial 	CL:1000298	mesothelial cell of dura mater	False
Lung-Mesothelial cells-1	Mesothelial 	CL:0011019	mesothelial cell of epicardium	False
Lung-Mesothelial cells-1	Mesothelial 	CL:1000457	mesothelial cell of visceral peritoneum	False
Lung-Mesothelial cells-1	Mesothelial 	CL:1000456	mesothelial cell of parietal peritoneum	False
Lung-Mesothelial cells-1	Mesothelial 	CL:1000444	mesothelial cell of anterior chamber of eye	False
Lung-Mesothelial cells-1	Mesothelial 	CL:1000491	mesothelial cell of pleura	False
Lung-Mesothelial cells-1	Mesothelial 	CL:1000490	mesothelial cell of peritoneum	False
Lung-Mesothelial cells-1	Mesothelial 	CL:1000493	mesothelial cell of visceral pleura	False
Lung-Mesothelial cells-1	Mesothelial 	CL:1000492	mesothelial cell of parietal pleura	False
Lung-Mesothelial cells-1	Mesothelial 	CL:0000077	mesothelial cell	False
Lung-Ciliated epithelial cells-1	Ciliated epithelial 	CL:0000067	ciliated epithelial cell	False
Lung-Ciliated epithelial cells-1	Ciliated epithelial 	CL:3000000	ciliated epithelial cell of esophagus	False
Lung-Ciliated epithelial cells-1	Ciliated epithelial 	CL:0005013	single ciliated epithelial cell	False
Lung-Ciliated epithelial cells-1	Ciliated epithelial 	CL:0005012	multi-ciliated epithelial cell	False
Lung-Bronchiolar and alveolar epithelial cells-6	Bronchiolar and alveolar epithelial 	CL:0000511	androgen binding protein secreting cell	False
Lung-Bronchiolar and alveolar epithelial cells-6	Bronchiolar and alveolar epithelial 	CL:0000593	androgen secreting cell	False
Lung-Bronchiolar and alveolar epithelial cells-6	Bronchiolar and alveolar epithelial 	CL:0000519	phagocyte (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-6	Bronchiolar and alveolar epithelial 	CL:0000338	neuroblast (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-6	Bronchiolar and alveolar epithelial 	CL:0000340	glioblast (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-6	Bronchiolar and alveolar epithelial 	CL:0000385	prohemocyte (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-6	Bronchiolar and alveolar epithelial 	CL:0000468	neuroglioblast (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-6	Bronchiolar and alveolar epithelial 	CL:0000568	amine precursor uptake and decarboxylation cell	False
Lung-Bronchiolar and alveolar epithelial cells-6	Bronchiolar and alveolar epithelial 	CL:0000130	neuron associated cell (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-6	Bronchiolar and alveolar epithelial 	CL:0001008	Kit and Sca1-positive hematopoietic stem cell	False
Lung-Stromal cells-5	Stromal 	CL:0010001	stromal cell of bone marrow	False
Lung-Stromal cells-5	Stromal 	CL:0002574	stromal cell of pancreas	False
Lung-Stromal cells-5	Stromal 	CL:0002132	stromal cell of ovary	False
Lung-Stromal cells-5	Stromal 	CL:0002133	stromal cell of ovarian cortex	False
Lung-Stromal cells-5	Stromal 	CL:0002134	stromal cell of ovarian medulla	False
Lung-Stromal cells-5	Stromal 	CL:0000499	stromal cell	False
Lung-Stromal cells-5	Stromal 	CL:0002255	stromal cell of endometrium	False
Lung-Stromal cells-5	Stromal 	CL:0002622	prostate stromal cell	False
Lung-Stromal cells-5	Stromal 	CL:2000002	decidual cell	False
Lung-Stromal cells-5	Stromal 	CL:2000061	placental amniotic mesenchymal stromal cell	False
Lung-Stromal cells-6	Stromal 	CL:0010001	stromal cell of bone marrow	False
Lung-Stromal cells-6	Stromal 	CL:0002574	stromal cell of pancreas	False
Lung-Stromal cells-6	Stromal 	CL:0002132	stromal cell of ovary	False
Lung-Stromal cells-6	Stromal 	CL:0002133	stromal cell of ovarian cortex	False
Lung-Stromal cells-6	Stromal 	CL:0002134	stromal cell of ovarian medulla	False
Lung-Stromal cells-6	Stromal 	CL:0000499	stromal cell	False
Lung-Stromal cells-6	Stromal 	CL:0002255	stromal cell of endometrium	False
Lung-Stromal cells-6	Stromal 	CL:0002622	prostate stromal cell	False
Lung-Stromal cells-6	Stromal 	CL:2000002	decidual cell	False
Lung-Stromal cells-6	Stromal 	CL:2000061	placental amniotic mesenchymal stromal cell	False
Lung-Vascular endothelial cells-3	Vascular endothelial 	CL:0002139	endothelial cell of vascular tree	False
Lung-Vascular endothelial cells-3	Vascular endothelial 	CL:0000071	blood vessel endothelial cell	False
Lung-Stromal cells-7	Stromal 	CL:0010001	stromal cell of bone marrow	False
Lung-Stromal cells-7	Stromal 	CL:0002574	stromal cell of pancreas	False
Lung-Stromal cells-7	Stromal 	CL:0002132	stromal cell of ovary	False
Lung-Stromal cells-7	Stromal 	CL:0002133	stromal cell of ovarian cortex	False
Lung-Stromal cells-7	Stromal 	CL:0002134	stromal cell of ovarian medulla	False
Lung-Stromal cells-7	Stromal 	CL:0000499	stromal cell	False
Lung-Stromal cells-7	Stromal 	CL:0002255	stromal cell of endometrium	False
Lung-Stromal cells-7	Stromal 	CL:0002622	prostate stromal cell	False
Lung-Stromal cells-7	Stromal 	CL:2000002	decidual cell	False
Lung-Stromal cells-7	Stromal 	CL:2000061	placental amniotic mesenchymal stromal cell	False
Lung-Lymphoid cells-2	Lymphoid 	CL:0011018	lymphoid tissue–inducer cell	False
Lung-Lymphoid cells-2	Lymphoid 	CL:0002474	lymphoid MHC-II-negative classical monocyte	False
Lung-Lymphoid cells-2	Lymphoid 	CL:0002475	lymphoid MHC-II-negative non-classical monocyte	False
Lung-Lymphoid cells-2	Lymphoid 	CL:0000838	lymphoid lineage restricted progenitor cell	False
Lung-Lymphoid cells-2	Lymphoid 	CL:0000784	plasmacytoid dendritic cell	False
Lung-Lymphoid cells-2	Lymphoid 	CL:0000936	early lymphoid progenitor	False
Lung-Lymphoid cells-2	Lymphoid 	CL:0001028	CD7-positive lymphoid progenitor cell	False
Lung-Lymphoid cells-2	Lymphoid 	CL:0001027	CD7-negative lymphoid progenitor cell	False
Lung-Lymphoid cells-2	Lymphoid 	CL:0001065	innate lymphoid cell	False
Lung-Lymphoid cells-2	Lymphoid 	CL:0001082	immature innate lymphoid cell	False
Lung-Lymphoid cells-3	Lymphoid 	CL:0011018	lymphoid tissue–inducer cell	False
Lung-Lymphoid cells-3	Lymphoid 	CL:0002474	lymphoid MHC-II-negative classical monocyte	False
Lung-Lymphoid cells-3	Lymphoid 	CL:0002475	lymphoid MHC-II-negative non-classical monocyte	False
Lung-Lymphoid cells-3	Lymphoid 	CL:0000838	lymphoid lineage restricted progenitor cell	False
Lung-Lymphoid cells-3	Lymphoid 	CL:0000784	plasmacytoid dendritic cell	False
Lung-Lymphoid cells-3	Lymphoid 	CL:0000936	early lymphoid progenitor	False
Lung-Lymphoid cells-3	Lymphoid 	CL:0001028	CD7-positive lymphoid progenitor cell	False
Lung-Lymphoid cells-3	Lymphoid 	CL:0001027	CD7-negative lymphoid progenitor cell	False
Lung-Lymphoid cells-3	Lymphoid 	CL:0001065	innate lymphoid cell	False
Lung-Lymphoid cells-3	Lymphoid 	CL:0001082	immature innate lymphoid cell	False
Lung-Bronchiolar and alveolar epithelial cells-7	Bronchiolar and alveolar epithelial 	CL:0000511	androgen binding protein secreting cell	False
Lung-Bronchiolar and alveolar epithelial cells-7	Bronchiolar and alveolar epithelial 	CL:0000593	androgen secreting cell	False
Lung-Bronchiolar and alveolar epithelial cells-7	Bronchiolar and alveolar epithelial 	CL:0000519	phagocyte (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-7	Bronchiolar and alveolar epithelial 	CL:0000338	neuroblast (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-7	Bronchiolar and alveolar epithelial 	CL:0000340	glioblast (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-7	Bronchiolar and alveolar epithelial 	CL:0000385	prohemocyte (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-7	Bronchiolar and alveolar epithelial 	CL:0000468	neuroglioblast (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-7	Bronchiolar and alveolar epithelial 	CL:0000568	amine precursor uptake and decarboxylation cell	False
Lung-Bronchiolar and alveolar epithelial cells-7	Bronchiolar and alveolar epithelial 	CL:0000130	neuron associated cell (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-7	Bronchiolar and alveolar epithelial 	CL:0001008	Kit and Sca1-positive hematopoietic stem cell	False
Lung-Bronchiolar and alveolar epithelial cells-8	Bronchiolar and alveolar epithelial 	CL:0000511	androgen binding protein secreting cell	False
Lung-Bronchiolar and alveolar epithelial cells-8	Bronchiolar and alveolar epithelial 	CL:0000593	androgen secreting cell	False
Lung-Bronchiolar and alveolar epithelial cells-8	Bronchiolar and alveolar epithelial 	CL:0000519	phagocyte (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-8	Bronchiolar and alveolar epithelial 	CL:0000338	neuroblast (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-8	Bronchiolar and alveolar epithelial 	CL:0000340	glioblast (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-8	Bronchiolar and alveolar epithelial 	CL:0000385	prohemocyte (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-8	Bronchiolar and alveolar epithelial 	CL:0000468	neuroglioblast (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-8	Bronchiolar and alveolar epithelial 	CL:0000568	amine precursor uptake and decarboxylation cell	False
Lung-Bronchiolar and alveolar epithelial cells-8	Bronchiolar and alveolar epithelial 	CL:0000130	neuron associated cell (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-8	Bronchiolar and alveolar epithelial 	CL:0001008	Kit and Sca1-positive hematopoietic stem cell	False
Lung-Lymphatic endothelial cells-4	Lymphatic endothelial 	CL:0002138	endothelial cell of lymphatic vessel	False
Lung-Lymphatic endothelial cells-4	Lymphatic endothelial 	CL:2000011	dermis lymphatic vessel endothelial cell	False
Lung-Lymphatic endothelial cells-4	Lymphatic endothelial 	CL:2000041	dermis microvascular lymphatic vessel endothelial cell	False
Lung-Bronchiolar and alveolar epithelial cells-9	Bronchiolar and alveolar epithelial 	CL:0000511	androgen binding protein secreting cell	False
Lung-Bronchiolar and alveolar epithelial cells-9	Bronchiolar and alveolar epithelial 	CL:0000593	androgen secreting cell	False
Lung-Bronchiolar and alveolar epithelial cells-9	Bronchiolar and alveolar epithelial 	CL:0000519	phagocyte (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-9	Bronchiolar and alveolar epithelial 	CL:0000338	neuroblast (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-9	Bronchiolar and alveolar epithelial 	CL:0000340	glioblast (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-9	Bronchiolar and alveolar epithelial 	CL:0000385	prohemocyte (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-9	Bronchiolar and alveolar epithelial 	CL:0000468	neuroglioblast (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-9	Bronchiolar and alveolar epithelial 	CL:0000568	amine precursor uptake and decarboxylation cell	False
Lung-Bronchiolar and alveolar epithelial cells-9	Bronchiolar and alveolar epithelial 	CL:0000130	neuron associated cell (sensu Nematoda and Protostomia)	False
Lung-Bronchiolar and alveolar epithelial cells-9	Bronchiolar and alveolar epithelial 	CL:0001008	Kit and Sca1-positive hematopoietic stem cell	False
Lung-Vascular endothelial cells-4	Vascular endothelial 	CL:0002139	endothelial cell of vascular tree	False
Lung-Vascular endothelial cells-4	Vascular endothelial 	CL:0000071	blood vessel endothelial cell	False
Lung-Vascular endothelial cells-5	Vascular endothelial 	CL:0002139	endothelial cell of vascular tree	False
Lung-Vascular endothelial cells-5	Vascular endothelial 	CL:0000071	blood vessel endothelial cell	False
Lung-Stromal cells-8	Stromal 	CL:0010001	stromal cell of bone marrow	False
Lung-Stromal cells-8	Stromal 	CL:0002574	stromal cell of pancreas	False
Lung-Stromal cells-8	Stromal 	CL:0002132	stromal cell of ovary	False
Lung-Stromal cells-8	Stromal 	CL:0002133	stromal cell of ovarian cortex	False
Lung-Stromal cells-8	Stromal 	CL:0002134	stromal cell of ovarian medulla	False
Lung-Stromal cells-8	Stromal 	CL:0000499	stromal cell	False
Lung-Stromal cells-8	Stromal 	CL:0002255	stromal cell of endometrium	False
Lung-Stromal cells-8	Stromal 	CL:0002622	prostate stromal cell	False
Lung-Stromal cells-8	Stromal 	CL:2000002	decidual cell	False
Lung-Stromal cells-8	Stromal 	CL:2000061	placental amniotic mesenchymal stromal cell	False
Lung-Vascular endothelial cells-6	Vascular endothelial 	CL:0002139	endothelial cell of vascular tree	False
Lung-Vascular endothelial cells-6	Vascular endothelial 	CL:0000071	blood vessel endothelial cell	False
Lung-Stromal cells-9	Stromal 	CL:0010001	stromal cell of bone marrow	False
Lung-Stromal cells-9	Stromal 	CL:0002574	stromal cell of pancreas	False
Lung-Stromal cells-9	Stromal 	CL:0002132	stromal cell of ovary	False
Lung-Stromal cells-9	Stromal 	CL:0002133	stromal cell of ovarian cortex	False
Lung-Stromal cells-9	Stromal 	CL:0002134	stromal cell of ovarian medulla	False
Lung-Stromal cells-9	Stromal 	CL:0000499	stromal cell	False
Lung-Stromal cells-9	Stromal 	CL:0002255	stromal cell of endometrium	False
Lung-Stromal cells-9	Stromal 	CL:0002622	prostate stromal cell	False
Lung-Stromal cells-9	Stromal 	CL:2000002	decidual cell	False
Lung-Stromal cells-9	Stromal 	CL:2000061	placental amniotic mesenchymal stromal cell	False
Lung-Vascular endothelial cells-7	Vascular endothelial 	CL:0002139	endothelial cell of vascular tree	False
Lung-Vascular endothelial cells-7	Vascular endothelial 	CL:0000071	blood vessel endothelial cell	False
Lung-Lymphoid cells-4	Lymphoid 	CL:0011018	lymphoid tissue–inducer cell	False
Lung-Lymphoid cells-4	Lymphoid 	CL:0002474	lymphoid MHC-II-negative classical monocyte	False
Lung-Lymphoid cells-4	Lymphoid 	CL:0002475	lymphoid MHC-II-negative non-classical monocyte	False
Lung-Lymphoid cells-4	Lymphoid 	CL:0000838	lymphoid lineage restricted progenitor cell	False
Lung-Lymphoid cells-4	Lymphoid 	CL:0000784	plasmacytoid dendritic cell	False
Lung-Lymphoid cells-4	Lymphoid 	CL:0000936	early lymphoid progenitor	False
Lung-Lymphoid cells-4	Lymphoid 	CL:0001028	CD7-positive lymphoid progenitor cell	False
Lung-Lymphoid cells-4	Lymphoid 	CL:0001027	CD7-negative lymphoid progenitor cell	False
Lung-Lymphoid cells-4	Lymphoid 	CL:0001065	innate lymphoid cell	False
Lung-Lymphoid cells-4	Lymphoid 	CL:0001082	immature innate lymphoid cell	False
Lung-Myeloid cells-4	Myeloid 	CL:0001057	myeloid dendritic cell, human	False
Lung-Myeloid cells-4	Myeloid 	CL:0000763	myeloid cell	False
Lung-Myeloid cells-4	Myeloid 	CL:0000766	myeloid leukocyte	False
Lung-Myeloid cells-4	Myeloid 	CL:0000782	myeloid dendritic cell	False
Lung-Myeloid cells-4	Myeloid 	CL:0000839	myeloid lineage restricted progenitor cell	False
Lung-Myeloid cells-4	Myeloid 	CL:0000889	myeloid suppressor cell	False
Lung-Myeloid cells-4	Myeloid 	CL:0001059	common myeloid progenitor, CD34-positive	False
Lung-Myeloid cells-4	Myeloid 	CL:0000049	common myeloid progenitor	False
Lung-Myeloid cells-4	Myeloid 	CL:0002399	CD1c-positive myeloid dendritic cell	False
Lung-Myeloid cells-4	Myeloid 	CL:0002394	CD141-positive myeloid dendritic cell	False
Lung-Neuroendocrine cells-2	Neuroendocrine 	CL:0000165	neuroendocrine cell	False
Lung-Neuroendocrine cells-2	Neuroendocrine 	CL:1000222	stomach neuroendocrine cell	False
Lung-Neuroendocrine cells-2	Neuroendocrine 	CL:1000223	lung neuroendocrine cell	False
Lung-Neuroendocrine cells-3	Neuroendocrine 	CL:0000165	neuroendocrine cell	False
Lung-Neuroendocrine cells-3	Neuroendocrine 	CL:1000222	stomach neuroendocrine cell	False
Lung-Neuroendocrine cells-3	Neuroendocrine 	CL:1000223	lung neuroendocrine cell	False
Lung-Myeloid cells-5	Myeloid 	CL:0001057	myeloid dendritic cell, human	False
Lung-Myeloid cells-5	Myeloid 	CL:0000763	myeloid cell	False
Lung-Myeloid cells-5	Myeloid 	CL:0000766	myeloid leukocyte	False
Lung-Myeloid cells-5	Myeloid 	CL:0000782	myeloid dendritic cell	False
Lung-Myeloid cells-5	Myeloid 	CL:0000839	myeloid lineage restricted progenitor cell	False
Lung-Myeloid cells-5	Myeloid 	CL:0000889	myeloid suppressor cell	False
Lung-Myeloid cells-5	Myeloid 	CL:0001059	common myeloid progenitor, CD34-positive	False
Lung-Myeloid cells-5	Myeloid 	CL:0000049	common myeloid progenitor	False
Lung-Myeloid cells-5	Myeloid 	CL:0002399	CD1c-positive myeloid dendritic cell	False
Lung-Myeloid cells-5	Myeloid 	CL:0002394	CD141-positive myeloid dendritic cell	False
Lung-Mesothelial cells-2	Mesothelial 	CL:1000298	mesothelial cell of dura mater	False
Lung-Mesothelial cells-2	Mesothelial 	CL:0011019	mesothelial cell of epicardium	False
Lung-Mesothelial cells-2	Mesothelial 	CL:1000457	mesothelial cell of visceral peritoneum	False
Lung-Mesothelial cells-2	Mesothelial 	CL:1000456	mesothelial cell of parietal peritoneum	False
Lung-Mesothelial cells-2	Mesothelial 	CL:1000444	mesothelial cell of anterior chamber of eye	False
Lung-Mesothelial cells-2	Mesothelial 	CL:1000491	mesothelial cell of pleura	False
Lung-Mesothelial cells-2	Mesothelial 	CL:1000490	mesothelial cell of peritoneum	False
Lung-Mesothelial cells-2	Mesothelial 	CL:1000493	mesothelial cell of visceral pleura	False
Lung-Mesothelial cells-2	Mesothelial 	CL:1000492	mesothelial cell of parietal pleura	False
Lung-Mesothelial cells-2	Mesothelial 	CL:0000077	mesothelial cell	False
Lung-Myeloid cells-6	Myeloid 	CL:0001057	myeloid dendritic cell, human	False
Lung-Myeloid cells-6	Myeloid 	CL:0000763	myeloid cell	False
Lung-Myeloid cells-6	Myeloid 	CL:0000766	myeloid leukocyte	False
Lung-Myeloid cells-6	Myeloid 	CL:0000782	myeloid dendritic cell	False
Lung-Myeloid cells-6	Myeloid 	CL:0000839	myeloid lineage restricted progenitor cell	False
Lung-Myeloid cells-6	Myeloid 	CL:0000889	myeloid suppressor cell	False
Lung-Myeloid cells-6	Myeloid 	CL:0001059	common myeloid progenitor, CD34-positive	False
Lung-Myeloid cells-6	Myeloid 	CL:0000049	common myeloid progenitor	False
Lung-Myeloid cells-6	Myeloid 	CL:0002399	CD1c-positive myeloid dendritic cell	False
Lung-Myeloid cells-6	Myeloid 	CL:0002394	CD141-positive myeloid dendritic cell	False
Lung-Mesothelial cells-3	Mesothelial 	CL:1000298	mesothelial cell of dura mater	False
Lung-Mesothelial cells-3	Mesothelial 	CL:0011019	mesothelial cell of epicardium	False
Lung-Mesothelial cells-3	Mesothelial 	CL:1000457	mesothelial cell of visceral peritoneum	False
Lung-Mesothelial cells-3	Mesothelial 	CL:1000456	mesothelial cell of parietal peritoneum	False
Lung-Mesothelial cells-3	Mesothelial 	CL:1000444	mesothelial cell of anterior chamber of eye	False
Lung-Mesothelial cells-3	Mesothelial 	CL:1000491	mesothelial cell of pleura	False
Lung-Mesothelial cells-3	Mesothelial 	CL:1000490	mesothelial cell of peritoneum	False
Lung-Mesothelial cells-3	Mesothelial 	CL:1000493	mesothelial cell of visceral pleura	False
Lung-Mesothelial cells-3	Mesothelial 	CL:1000492	mesothelial cell of parietal pleura	False
Lung-Mesothelial cells-3	Mesothelial 	CL:0000077	mesothelial cell	False
Lung-Squamous epithelial cells-1	Squamous epithelial 	CL:0000076	squamous epithelial cell	False
Lung-Squamous epithelial cells-1	Squamous epithelial 	CL:0000240	stratified squamous epithelial cell	False
Lung-Squamous epithelial cells-1	Squamous epithelial 	CL:0002062	type I pneumocyte	False
Lung-Lymphoid cells-5	Lymphoid 	CL:0011018	lymphoid tissue–inducer cell	False
Lung-Lymphoid cells-5	Lymphoid 	CL:0002474	lymphoid MHC-II-negative classical monocyte	False
Lung-Lymphoid cells-5	Lymphoid 	CL:0002475	lymphoid MHC-II-negative non-classical monocyte	False
Lung-Lymphoid cells-5	Lymphoid 	CL:0000838	lymphoid lineage restricted progenitor cell	False
Lung-Lymphoid cells-5	Lymphoid 	CL:0000784	plasmacytoid dendritic cell	False
Lung-Lymphoid cells-5	Lymphoid 	CL:0000936	early lymphoid progenitor	False
Lung-Lymphoid cells-5	Lymphoid 	CL:0001028	CD7-positive lymphoid progenitor cell	False
Lung-Lymphoid cells-5	Lymphoid 	CL:0001027	CD7-negative lymphoid progenitor cell	False
Lung-Lymphoid cells-5	Lymphoid 	CL:0001065	innate lymphoid cell	False
Lung-Lymphoid cells-5	Lymphoid 	CL:0001082	immature innate lymphoid cell	False
Lung-Ciliated epithelial cells-2	Ciliated epithelial 	CL:0000067	ciliated epithelial cell	False
Lung-Ciliated epithelial cells-2	Ciliated epithelial 	CL:3000000	ciliated epithelial cell of esophagus	False
Lung-Ciliated epithelial cells-2	Ciliated epithelial 	CL:0005013	single ciliated epithelial cell	False
Lung-Ciliated epithelial cells-2	Ciliated epithelial 	CL:0005012	multi-ciliated epithelial cell	False
Lung-Megakaryocytes-1	Megakaryocytes	unkwown	unkwown	False
Lung-Vascular endothelial cells-8	Vascular endothelial 	CL:0002139	endothelial cell of vascular tree	False
Lung-Vascular endothelial cells-8	Vascular endothelial 	CL:0000071	blood vessel endothelial cell	False
Lung-Lymphatic endothelial cells-5	Lymphatic endothelial 	CL:0002138	endothelial cell of lymphatic vessel	False
Lung-Lymphatic endothelial cells-5	Lymphatic endothelial 	CL:2000011	dermis lymphatic vessel endothelial cell	False
Lung-Lymphatic endothelial cells-5	Lymphatic endothelial 	CL:2000041	dermis microvascular lymphatic vessel endothelial cell	False
Lung-Ciliated epithelial cells-3	Ciliated epithelial 	CL:0000067	ciliated epithelial cell	False
Lung-Ciliated epithelial cells-3	Ciliated epithelial 	CL:3000000	ciliated epithelial cell of esophagus	False
Lung-Ciliated epithelial cells-3	Ciliated epithelial 	CL:0005013	single ciliated epithelial cell	False
Lung-Ciliated epithelial cells-3	Ciliated epithelial 	CL:0005012	multi-ciliated epithelial cell	False
Lung-CSH1_CSH2 positive cells-1	CSH1_CSH2 positive 	unkwown	unkwown	False
